89.76	186.9	595.92	211.72
169.12	55.63	200.37	243.83
27.21	94.27	93.78	259.59
55.14	53.94	91.12	203.34
125.16	69.25	73.26	257.78
45.81	53.57	96.88	
48.38	195.13		
188.03	84.37		
75.27			
